Machine Module SVA1032X
Trace Name,Trace A
Meas Type,S11
Start Frequency,+1.000000000E+09
Stop Frequency,+3.200000000E+09
Format,Log Mag
IFBW,1.000000e+04




Trace Data
Frequency,Formatted Data
1.000000e+09,-2.550173e+01
1.011000e+09,-2.546628e+01
1.022000e+09,-2.406365e+01
1.033000e+09,-2.273684e+01
1.044000e+09,-2.268448e+01
1.055000e+09,-2.260235e+01
1.066000e+09,-2.349727e+01
1.077000e+09,-2.499331e+01
1.088000e+09,-2.865944e+01
1.099000e+09,-3.074951e+01
1.110000e+09,-3.129396e+01
1.121000e+09,-2.774152e+01
1.132000e+09,-2.633505e+01
1.143000e+09,-2.388095e+01
1.154000e+09,-2.354945e+01
1.165000e+09,-2.373695e+01
1.176000e+09,-2.419001e+01
1.187000e+09,-2.385634e+01
1.198000e+09,-2.497628e+01
1.209000e+09,-2.597475e+01
1.220000e+09,-2.611446e+01
1.231000e+09,-2.513795e+01
1.242000e+09,-2.364528e+01
1.253000e+09,-2.258240e+01
1.264000e+09,-2.174305e+01
1.275000e+09,-2.255402e+01
1.286000e+09,-2.236400e+01
1.297000e+09,-2.363755e+01
1.308000e+09,-2.300606e+01
1.319000e+09,-2.315907e+01
1.330000e+09,-2.193756e+01
1.341000e+09,-2.201226e+01
1.352000e+09,-2.161090e+01
1.363000e+09,-2.167873e+01
1.374000e+09,-2.101316e+01
1.385000e+09,-2.171541e+01
1.396000e+09,-2.259945e+01
1.407000e+09,-2.476817e+01
1.418000e+09,-2.534152e+01
1.429000e+09,-2.345633e+01
1.440000e+09,-2.308816e+01
1.451000e+09,-2.078226e+01
1.462000e+09,-2.075894e+01
1.473000e+09,-1.932536e+01
1.484000e+09,-1.931886e+01
1.495000e+09,-1.933366e+01
1.506000e+09,-1.923124e+01
1.517000e+09,-2.094898e+01
1.528000e+09,-2.067202e+01
1.539000e+09,-2.237866e+01
1.550000e+09,-2.354791e+01
1.561000e+09,-2.287473e+01
1.572000e+09,-2.239315e+01
1.583000e+09,-2.173019e+01
1.594000e+09,-2.111040e+01
1.605000e+09,-2.038486e+01
1.616000e+09,-2.054783e+01
1.627000e+09,-2.010198e+01
1.638000e+09,-2.009762e+01
1.649000e+09,-1.963875e+01
1.660000e+09,-1.998787e+01
1.671000e+09,-1.994013e+01
1.682000e+09,-2.024205e+01
1.693000e+09,-1.975116e+01
1.704000e+09,-2.042673e+01
1.715000e+09,-2.021074e+01
1.726000e+09,-2.089596e+01
1.737000e+09,-2.175468e+01
1.748000e+09,-2.218598e+01
1.759000e+09,-2.076646e+01
1.770000e+09,-1.999473e+01
1.781000e+09,-1.963973e+01
1.792000e+09,-1.925489e+01
1.803000e+09,-1.911402e+01
1.814000e+09,-1.882413e+01
1.825000e+09,-1.895220e+01
1.836000e+09,-1.899928e+01
1.847000e+09,-1.960532e+01
1.858000e+09,-2.048636e+01
1.869000e+09,-2.134070e+01
1.880000e+09,-2.111350e+01
1.891000e+09,-2.193534e+01
1.902000e+09,-2.238845e+01
1.913000e+09,-2.219425e+01
1.924000e+09,-2.144524e+01
1.935000e+09,-2.073308e+01
1.946000e+09,-2.079994e+01
1.957000e+09,-2.049152e+01
1.968000e+09,-2.044073e+01
1.979000e+09,-2.056388e+01
1.990000e+09,-2.041719e+01
2.001000e+09,-2.101496e+01
2.012000e+09,-2.159378e+01
2.023000e+09,-2.096775e+01
2.034000e+09,-2.072097e+01
2.045000e+09,-2.138618e+01
2.056000e+09,-2.182883e+01
2.067000e+09,-2.270720e+01
2.078000e+09,-2.361644e+01
2.089000e+09,-2.355036e+01
2.100000e+09,-2.391155e+01
2.111000e+09,-2.271230e+01
2.122000e+09,-2.247679e+01
2.133000e+09,-2.166291e+01
2.144000e+09,-2.079894e+01
2.155000e+09,-2.021647e+01
2.166000e+09,-2.044931e+01
2.177000e+09,-2.139470e+01
2.188000e+09,-2.284821e+01
2.199000e+09,-2.573632e+01
2.210000e+09,-2.863952e+01
2.221000e+09,-3.340146e+01
2.232000e+09,-2.946365e+01
2.243000e+09,-2.592099e+01
2.254000e+09,-2.331414e+01
2.265000e+09,-2.206434e+01
2.276000e+09,-2.090840e+01
2.287000e+09,-2.118195e+01
2.298000e+09,-2.139194e+01
2.309000e+09,-2.294853e+01
2.320000e+09,-2.474286e+01
2.331000e+09,-2.759521e+01
2.342000e+09,-2.953919e+01
2.353000e+09,-3.140362e+01
2.364000e+09,-3.014457e+01
2.375000e+09,-3.301404e+01
2.386000e+09,-3.882285e+01
2.397000e+09,-3.506470e+01
2.408000e+09,-3.528367e+01
2.419000e+09,-3.462955e+01
2.430000e+09,-3.378882e+01
2.441000e+09,-3.286848e+01
2.452000e+09,-2.753799e+01
2.463000e+09,-2.733311e+01
2.474000e+09,-2.642010e+01
2.485000e+09,-2.599100e+01
2.496000e+09,-2.441596e+01
2.507000e+09,-2.822589e+01
2.518000e+09,-2.888769e+01
2.529000e+09,-2.882735e+01
2.540000e+09,-3.027905e+01
2.551000e+09,-2.863905e+01
2.562000e+09,-2.808933e+01
2.573000e+09,-2.843327e+01
2.584000e+09,-2.819854e+01
2.595000e+09,-2.926938e+01
2.606000e+09,-3.246361e+01
2.617000e+09,-2.872342e+01
2.628000e+09,-2.949528e+01
2.639000e+09,-2.735158e+01
2.650000e+09,-2.624292e+01
2.661000e+09,-2.499604e+01
2.672000e+09,-2.536414e+01
2.683000e+09,-2.485668e+01
2.694000e+09,-2.523170e+01
2.705000e+09,-2.570407e+01
2.716000e+09,-2.834423e+01
2.727000e+09,-2.709728e+01
2.738000e+09,-2.588746e+01
2.749000e+09,-2.813216e+01
2.760000e+09,-2.727304e+01
2.771000e+09,-3.071123e+01
2.782000e+09,-3.005020e+01
2.793000e+09,-2.842567e+01
2.804000e+09,-2.667567e+01
2.815000e+09,-2.467370e+01
2.826000e+09,-2.192680e+01
2.837000e+09,-2.117059e+01
2.848000e+09,-1.979397e+01
2.859000e+09,-1.919316e+01
2.870000e+09,-1.977906e+01
2.881000e+09,-1.926854e+01
2.892000e+09,-2.088369e+01
2.903000e+09,-2.192652e+01
2.914000e+09,-2.294754e+01
2.925000e+09,-2.583729e+01
2.936000e+09,-2.587979e+01
2.947000e+09,-2.248549e+01
2.958000e+09,-2.051003e+01
2.969000e+09,-1.883951e+01
2.980000e+09,-1.761066e+01
2.991000e+09,-1.747293e+01
3.002000e+09,-1.677984e+01
3.013000e+09,-1.723509e+01
3.024000e+09,-1.636187e+01
3.035000e+09,-1.700233e+01
3.046000e+09,-1.745139e+01
3.057000e+09,-1.867139e+01
3.068000e+09,-1.978725e+01
3.079000e+09,-2.003435e+01
3.090000e+09,-2.043035e+01
3.101000e+09,-1.972730e+01
3.112000e+09,-1.834946e+01
3.123000e+09,-1.744204e+01
3.134000e+09,-1.651952e+01
3.145000e+09,-1.587690e+01
3.156000e+09,-1.533659e+01
3.167000e+09,-1.484721e+01
3.178000e+09,-1.469014e+01
3.189000e+09,-1.512979e+01
3.200000e+09,-1.494601e+01
Trace Name,Trace B
Meas Type,S21
Start Frequency,+1.000000000E+09
Stop Frequency,+3.200000000E+09
Format,Log Mag
IFBW,1.000000e+04




Trace Data
Frequency,Formatted Data
1.000000e+09,5.167695e-01
1.011000e+09,3.912003e-01
1.022000e+09,2.521085e-01
1.033000e+09,1.382608e-01
1.044000e+09,1.158402e-01
1.055000e+09,2.108870e-01
1.066000e+09,3.363742e-01
1.077000e+09,4.340588e-01
1.088000e+09,5.134111e-01
1.099000e+09,4.326141e-01
1.110000e+09,3.383521e-01
1.121000e+09,2.557743e-01
1.132000e+09,2.276737e-01
1.143000e+09,2.826629e-01
